128,5,28,11
129,3,29,11
130,3,38,11
131,3,39,11
132,3,40,11
133,3,42,11
134,4,47,11
135,5,4,12
136,4,50,12
137,3,1,13
138,3,2,13
139,5,4,13
140,1,5,13
141,2,7,13
142,4,8,13
143,3,9,13
144,1,11,13
145,5,12,13
146,5,13,13
147,4,14,13
148,1,17,13
149,3,21,13
150,4,22,13
151,5,23,13
152,1,24,13
153,1,25,13
154,3,27,13
155,5,28,13
156,2,29,13
157,4,32,13
158,5,33,13
159,1,37,13
160,3,38,13
161,3,39,13
162,2,40,13
163,4,42,13
164,3,45,13
165,5,48,13
166,4,49,13
167,5,50,13
168,5,7,14
169,4,9,14
170,5,12,14
171,4,13,14
172,3,14,14
173,4,15,14
174,3,18,14
175,5,19,14
176,3,22,14
177,5,23,14
178,2,25,14
179,5,32,14
180,4,42,14
181,5,50,14
182,1,1,15
183,1,7,15
184,4,9,15
185,1,13,15
186,4,14,15
187,4,15,15
188,1,18,15
189,3,25,15
190,5,50,15
191,5,1,16
192,5,4,16
193,5,7,16
194,5,8,16
195,5,9,16
196,5,11,16
197,5,12,16
198,5,15,16
199,5,22,16
200,2,27,16
201,5,28,16
202,5,31,16
203,2,33,16
204,5,39,16
205,4,1,17
206,3,9,17
207,3,13,17
208,5,1,18
209,3,4,18
210,5,6,18
211,5,8,18
212,5,9,18
213,5,12,18
214,5,13,18
215,5,14,18
216,4,15,18
217,3,19,18
218,5,22,18
219,4,23,18
220,3,25,18
221,4,26,18
222,3,28,18
223,2,32,18
224,3,42,18
225,5,45,18
226,3,47,18
227,4,48,18
228,4,50,18
229,4,4,19
230,2,11,20
231,4,15,20
232,5,22,20
233,3,50,20
234,5,1,21
235,2,5,21
236,5,7,21
237,5,9,21
238,4,15,21
239,4,17,21
240,3,50,21
241,2,2,22
242,5,4,22
243,4,17,22
244,4,21,22
245,5,24,22
246,1,29,22
247,5,50,22
248,5,1,23
249,4,7,23
250,4,8,23
251,4,13,23
252,4,14,23
253,4,19,23
254,3,28,23
255,3,32,23
256,4,50,23
257,4,7,24
258,5,8,24
259,5,9,24
260,5,11,24
261,5,12,24
262,5,41,24
263,5,1,25
264,4,7,25
265,4,8,25
266,4,13,25
267,4,23,25
268,5,25,25
269,5,50,25
270,3,1,26
271,3,13,26
272,3,14,26
273,4,15,26
274,3,24,26
275,3,25,26
276,4,50,26
277,4,9,27
278,3,5,28
279,5,7,28
280,4,11,28
281,4,28,28
282,4,31,28
283,5,12,29
284,3,2,30
285,3,29,30
286,3,50,30
287,4,7,32
288,3,9,32
289,4,50,32
290,4,7,37
291,4,27,37
292,5,50,37
293,5,1,38
294,5,22,38
295,4,28,38
296,5,35,38
297,4,28,41
298,3,31,41
299,5,50,41
300,5,1,42
301,5,2,42
302,4,12,42
303,4,15,42
304,3,25,42
305,5,28,42
306,3,38,42
307,2,43,42
308,3,44,42
309,5,48,42
310,5,50,42
311,5,1,43
312,2,3,43
313,4,4,43
314,4,5,43
315,4,7,43
316,4,8,43
317,4,9,43
318,5,11,43
319,5,12,43
320,2,14,43
321,5,15,43
322,3,17,43
323,5,25,43
324,4,28,43
325,3,40,43
326,1,47,43
327,4,49,43
328,4,50,43
329,4,1,44
330,4,5,44
331,5,7,44
332,5,9,44
333,3,11,44
334,4,15,44
335,2,21,44
336,4,22,44
337,3,24,44
338,2,25,44
339,4,31,44
340,5,50,44
341,3,7,45
342,5,13,45
343,3,24,45
344,4,25,45
345,5,50,45
346,2,28,48
347,2,1,49
348,1,2,49
349,3,3,49
350,2,4,49
351,3,8,49
352,3,10,49
353,3,11,49
354,4,12,49
355,3,13,49
356,2,25,49
357,2,39,49
358,1,40,49
359,4,42,49
360,5,47,49
361,1,50,49
362,4,9,50
363,5,7,52
364,5,13,52
365,5,19,52
366,5,22,52
367,5,25,52
368,3,7,53
369,5,15,53
370,3,24,53
371,4,25,53
372,4,50,53
373,4,1,54
374,4,7,54
375,1,24,54
376,4,25,54
377,5,50,54
378,3,7,55
379,4,1,56
380,5,7,56
381,4,11,56
382,5,22,56
383,4,25,56
384,5,28,56
385,3,29,56
386,4,31,56
387,2,38,56
388,4,42,56
389,4,44,56
390,5,50,56
391,5,1,57
392,4,7,57
393,4,8,57
394,3,11,57
395,4,15,57
396,3,24,57
397,4,28,57
398,5,42,57
399,5,50,57
400,5,1,58
401,5,7,58
402,4,8,58
403,4,9,58
404,5,11,58
405,5,12,58
406,3,13,58
407,1,20,58
408,4,25,58
409,5,32,58
410,4,50,58
411,2,1,59
412,4,3,59
413,4,4,59
414,4,7,59
415,4,9,59
416,4,10,59
417,5,11,59
418,5,12,59
419,5,13,59
420,5,14,59
421,5,15,59
422,4,18,59
423,4,22,59
424,5,23,59
425,4,24,59
426,4,25,59
427,5,28,59
428,5,30,59
429,4,32,59
430,3,33,59
431,4,39,59
432,5,42,59
433,4,44,59
434,5,45,59
435,5,47,59
436,5,48,59
437,5,50,59
438,5,7,60
439,3,8,60
440,5,9,60
441,4,12,60
442,4,13,60
443,4,15,60
444,3,21,60
445,4,23,60
446,5,28,60
447,5,30,60
448,5,50,60
449,2,1,62
450,3,3,62
451,4,4,62
452,4,7,62
453,5,8,62
454,4,9,62
455,4,12,62
456,4,13,62
457,4,14,62
458,2,15,62
459,4,20,62
460,3,21,62
461,4,22,62
462,4,24,62
463,3,28,62
464,1,33,62
465,3,44,62
466,4,47,62
467,5,50,62
468,3,1,63
469,2,3,63
470,4,10,63
471,4,13,63
472,4,14,63
473,3,15,63
474,3,20,63
475,4,25,63
476,4,50,63
477,4,1,64
478,3,4,64
479,4,7,64
480,4,8,64
481,4,9,64
482,5,10,64
483,4,11,64
484,5,12,64
485,3,17,64
486,4,22,64
487,4,28,64
488,4,31,64
489,1,32,64
490,3,38,64
491,5,48,64
492,5,50,64
493,3,1,65
494,1,7,65
495,5,9,65
496,5,15,65
497,4,25,65
498,4,28,65
499,2,47,65
500,5,48,65
501,5,50,65
502,3,1,66
503,3,7,66
504,4,9,66
505,5,50,66
506,3,1,67
507,4,24,67
508,3,7,68
509,4,9,68
510,4,25,68
511,5,7,69
512,5,12,69
513,5,42,69
514,5,50,69
515,4,1,70
516,4,8,70
517,3,15,70
518,4,24,70
519,4,28,70
520,4,48,70
521,4,50,70
522,3,6,71
523,5,14,71
524,4,1,72
525,3,2,72
526,4,5,72
527,1,7,72
528,5,9,72
529,5,12,72
530,5,15,72
531,4,23,72
532,5,25,72
533,3,38,72
534,5,45,72
535,4,48,72
536,2,50,72
537,2,1,73
538,5,12,73
539,4,32,73
540,4,7,74
541,4,9,74
542,4,13,74
543,4,15,74
544,4,1,75
545,5,13,75
546,5,25,75
547,5,6,76
548,4,7,76
549,5,23,76
550,2,24,76
551,3,42,76
552,5,1,77
553,2,15,77
554,4,23,77
555,2,25,77
556,5,28,77
557,3,31,77
558,5,42,77
559,4,1,79
560,5,10,79
561,3,13,79
562,5,19,79
563,4,50,79
564,4,45,80
565,3,50,80
566,4,1,81
567,4,3,81
568,5,25,81
569,4,42,81
570,4,1,82
571,2,3,82
572,3,7,82
573,4,8,82
574,4,9,82
575,4,11,82
576,2,13,82
577,1,21,82
578,3,22,82
579,2,25,82
580,3,28,82
581,5,50,82
582,4,1,83
583,4,2,83
584,2,4,83
585,4,15,83
586,5,22,83
587,2,25,83
588,4,28,83
589,5,31,83
590,1,35,83
591,5,38,83
592,3,50,83
593,2,1,84
594,3,4,84
595,5,12,84
596,4,15,84
597,3,25,84
598,4,8,85
599,4,9,85
600,4,10,85
601,4,14,85
602,4,23,85
603,2,25,85
604,4,27,85
605,4,28,85
606,3,30,85
607,3,42,85
608,3,45,85
609,5,50,85
610,5,4,87
611,4,7,87
612,5,8,87
613,3,13,87
614,3,21,87
615,4,22,87
616,4,25,87
617,4,27,87
618,3,33,87
619,5,38,87
620,3,39,87
621,3,40,87
622,3,47,87
623,4,48,87
624,5,49,87
625,5,50,87
626,5,1,89
627,5,7,89
628,2,13,89
629,4,14,89
630,5,15,89
631,5,25,89
632,4,49,89
633,5,50,89
634,4,6,90
635,5,8,90
636,4,9,90
637,5,10,90
638,4,11,90
639,5,14,90
640,4,17,90
641,3,18,90
642,3,19,90
643,4,20,90
644,5,23,90
645,5,25,90
646,4,26,90
647,5,30,90
648,4,31,90
649,4,33,90
650,4,42,90
651,3,45,90
652,5,22,91
653,4,28,91
654,5,31,91
655,5,50,91
656,4,1,92
657,3,2,92
658,4,4,92
659,4,5,92
660,4,7,92
661,5,8,92
662,4,9,92
663,4,11,92
664,5,12,92
665,4,13,92
666,3,15,92
667,3,22,92
668,3,24,92
669,3,25,92
670,3,28,92
671,3,29,92
672,4,31,92
673,3,32,92
674,3,38,92
675,3,39,92
676,3,40,92
677,4,42,92
678,3,43,92
679,3,44,92
680,4,46,92
681,4,47,92
682,4,48,92
683,3,49,92
684,5,50,92
685,5,15,93
686,4,1,94
687,4,4,94
688,4,7,94
689,5,8,94
690,5,9,94
691,5,11,94
692,4,12,94
693,2,17,94
694,4,22,94
695,5,23,94
696,3,25,94
697,4,28,94
698,2,29,94
699,4,31,94
700,5,32,94
701,3,33,94
702,1,34,94
703,2,38,94
704,3,39,94
705,3,41,94
706,4,42,94
707,5,45,94
708,5,47,94
709,4,49,94
710,5,50,94
711,5,1,95
712,2,2,95
713,1,3,95
714,5,7,95
715,5,8,95
716,5,14,95
717,4,15,95
718,4,22,95
719,3,24,95
720,3,25,95
721,3,26,95
722,4,28,95
723,4,31,95
724,1,32,95
725,3,33,95
726,2,43,95
727,4,48,95
728,3,49,95
729,5,50,95
730,5,7,96
731,5,8,96
732,5,23,96
733,1,42,96
734,5,50,96
735,4,1,97
736,5,23,97
737,5,32,97
738,5,50,97
739,4,47,98
740,4,1,99
741,3,3,99
742,5,4,99
743,4,7,99
744,5,11,99
745,5,12,99
746,5,22,99
747,3,25,99
748,3,28,99
749,5,50,99
